2.077548652380040162e-01,4.870590620211698307e-01,2.981170089589809113e-01,0.000000000000000000e+00
2.077552509966935357e-01,4.870563324539086691e-01,2.981190444496867320e-01,0.000000000000000000e+00
2.077558422094837320e-01,4.870512475603515079e-01,2.981226801734323528e-01,0.000000000000000000e+00
2.077564175330341156e-01,4.870437717115682630e-01,2.981269593932807660e-01,0.000000000000000000e+00
2.077571969138483077e-01,4.870339280534842219e-01,2.981309844897114258e-01,0.000000000000000000e+00
2.077588181977025328e-01,4.870218391965279725e-01,2.981334540403834388e-01,0.000000000000000000e+00
2.077620532508249185e-01,4.870078480406131449e-01,2.981346812055392093e-01,0.000000000000000000e+00
2.077667622691977134e-01,4.869918136653316743e-01,2.981368507529164602e-01,0.000000000000000000e+00
2.077726103708057992e-01,4.869739906557656872e-01,2.924566272370988096e-01,7.041849349148013651e-03
2.077802423693221601e-01,4.869563094339072196e-01,2.924590959971619664e-01,7.043560985944024265e-03
2.077886019371809334e-01,4.869396044224677533e-01,2.924612425295243234e-01,7.044512664993177881e-03
2.077961815478117646e-01,4.869240690227540358e-01,2.924653389749119481e-01,7.044686177626344713e-03
2.078030353568806887e-01,4.869102201357172199e-01,2.924717231449949773e-01,7.044702730576431725e-03
2.078108458096248889e-01,4.868976792687803590e-01,2.924791451293412003e-01,7.043295696503363429e-03
2.078202845544435684e-01,4.868863936911970169e-01,2.924870116860395219e-01,7.039555081576611209e-03
2.078291222727770837e-01,4.868756743772532092e-01,2.924940657950674261e-01,7.035188673938040302e-03
2.148568760476681494e-01,4.868675648567130088e-01,2.924977009468309741e-01,1.219593821818068394e-03
2.170376277648821406e-01,4.868643046270850205e-01,2.924930800505516348e-01,5.723794061204178158e-04
2.412599303455457145e-01,4.650545793948483442e-01,2.924791849287268763e-01,5.655781694455228915e-04
2.797854033645900129e-01,4.265931110417758854e-01,2.924647753566040342e-01,5.785753333255798207e-04
3.075460266387282093e-01,3.964219484484285960e-01,2.924636815415037061e-01,6.084899015082530661e-04
3.075414954930616451e-01,3.948919746524061081e-01,2.924760970542363836e-01,6.201449753304405337e-04
3.075421715508790399e-01,3.948894062467371291e-01,2.924797685905285993e-01,5.862656005746889236e-04
3.075418997066735605e-01,3.691682894804226289e-01,2.943065875120427499e-01,1.545557744556740054e-02
