1.821675920629183820e-01,4.225195038767098343e-01,3.919475259160476455e-01,3.336066390026621187e-03
1.825788363847440365e-01,4.258460061343083969e-01,3.887137698694755339e-01,2.833856343408675243e-03
1.840944059810057654e-01,4.321724672783665011e-01,3.815261163353759200e-01,2.183530642123508378e-03
1.863391936429835694e-01,4.405008538070104840e-01,3.716935174904280603e-01,1.447901445092474948e-03
1.889626658530981773e-01,4.503845682924570437e-01,3.597013284849723824e-01,9.358536284875055818e-04
1.922011444434301719e-01,4.612266686938516491e-01,3.459602850680074670e-01,6.213329525815941643e-04
1.942583027961152231e-01,4.706089030013856367e-01,3.302139315545160048e-01,4.884570437572984328e-03
1.942601449493199517e-01,4.779539037645937349e-01,3.120483051973929056e-01,1.570121713346751130e-02
1.931571472997165306e-01,4.845254730698325130e-01,2.927763536330176275e-01,2.950784100162963386e-02
1.912709481461176142e-01,4.907620428965369652e-01,2.746732823636396370e-01,4.325337654939349213e-02
1.897737766975637064e-01,4.968762816358420209e-01,2.592479392638014080e-01,5.405750052794807553e-02
1.892262340420257649e-01,5.029121073413622689e-01,2.466693556376745866e-01,6.117146873775743815e-02
1.893803683784790193e-01,5.085025778960505782e-01,2.366419203185896325e-01,6.543217339334178595e-02
1.915697032294297331e-01,5.117660046728532697e-01,2.296176233084007978e-01,6.696786349617359080e-02
1.954337238267148669e-01,5.117636523612552057e-01,2.260204241119535551e-01,6.674589131790899244e-02
2.009045403398915797e-01,5.069344173048835334e-01,2.254336637104798480e-01,6.674788606361058141e-02
2.080548587432352603e-01,4.963001115407151831e-01,2.268545870637474482e-01,6.876837788562650822e-02
2.164427225922964104e-01,4.789230864711359614e-01,2.308601591301575329e-01,7.375133578510593979e-02
2.261051165548866870e-01,4.546126520425967099e-01,2.363723718820676944e-01,8.288324938906201089e-02
2.366370673423789373e-01,4.230148463648032986e-01,2.434004527384971139e-01,9.691355874336994580e-02
2.478466868133077095e-01,3.842973771944460659e-01,2.524628678835257878e-01,1.153505719284321079e-01
2.595623737662611230e-01,3.396138721353446077e-01,2.632089296733922668e-01,1.375636211775161100e-01
2.707710295592052896e-01,2.906372223763599716e-01,2.763191564386477950e-01,1.622152674656250071e-01
2.804067827471661833e-01,2.394647399355910589e-01,2.923126705432465555e-01,1.877548963300656459e-01
2.882395260997640540e-01,1.880256381359687312e-01,3.101070393918931578e-01,2.135674957141467656e-01
2.937946479877867612e-01,1.382604152318687163e-01,3.292842021460773982e-01,2.386043192237435606e-01
2.967237079712658487e-01,9.216504495523102081e-02,3.498172856364927807e-01,2.612443915453117604e-01
2.969902705224828909e-01,5.284263185083298148e-02,3.698706367976457576e-01,2.802301327492976446e-01
2.952788202322096378e-01,2.322938440763067450e-02,3.869598074391142895e-01,2.944976736673667883e-01
2.911203217103153218e-01,5.029988571546436908e-03,3.998372500972977583e-01,3.039845083208939092e-01
2.840673299614084324e-01,4.355388074854595363e-04,4.066475116904975651e-01,3.088502054863787594e-01
2.771982688033470810e-01,6.300631290562895689e-04,4.099102595886687794e-01,3.122360755632835883e-01
2.731058985739648337e-01,7.626136706945980427e-04,4.113368594309216308e-01,3.147312005677416757e-01
2.721327416617402850e-01,7.570035953695879562e-04,4.101761437417184575e-01,3.169277716610404694e-01
