4.277365082263656082e-01,5.722634917736344473e-01
4.277605178694875443e-01,5.722394821305124557e-01
5.155301683714486050e-01,4.844698316285513950e-01
6.276917341396575090e-01,3.723082658603424910e-01
7.167080843492912301e-01,2.832919156507087699e-01
7.379412844994672760e-01,2.620587155005327240e-01
7.380170353449619913e-01,2.619829646550380087e-01
7.380865855455791547e-01,2.619134144544208453e-01
7.379180031614255286e-01,2.620819968385744714e-01
7.379373319417094068e-01,2.620626680582905932e-01
7.302510993266091432e-01,2.697489006733908568e-01
6.709564793657811776e-01,3.290435206342188224e-01
5.858025771954310512e-01,4.141974228045689488e-01
5.059854081573323947e-01,4.940145918426676053e-01
4.539939541661333067e-01,5.460060458338666933e-01
4.446583599818471066e-01,5.553416400181528934e-01
4.444801834547422170e-01,5.555198165452577275e-01
4.445544971836822845e-01,5.554455028163176600e-01
4.445907003127276824e-01,5.554092996872723731e-01
4.446256065740662455e-01,5.553743934259337545e-01
4.446088987881403609e-01,5.553911012118596391e-01
4.446562521265609580e-01,5.553437478734390975e-01
4.446061538103558974e-01,5.553938461896441581e-01
4.446605294447900092e-01,5.553394705552099353e-01
4.446414632746495399e-01,5.553585367253504046e-01
4.446927621283084386e-01,5.553072378716915614e-01
4.445501995592991973e-01,5.554498004407008027e-01
4.194222592250809178e-01,5.805777407749190822e-01
3.610821854965589606e-01,6.389178145034410949e-01
2.865981510569768353e-01,7.134018489430231647e-01
2.349121726889488171e-01,7.650878273110511829e-01
2.234423694219379586e-01,7.765576305780620414e-01
2.233702842263583788e-01,7.766297157736415935e-01
2.234664703616523751e-01,7.765335296383476527e-01
2.234706895990429820e-01,7.765293104009569625e-01
2.474825899741553981e-01,7.525174100258446019e-01
3.577230221810311916e-01,6.422769778189687528e-01
5.135900189332420762e-01,4.864099810667579238e-01
6.412165340787340240e-01,3.587834659212659760e-01
6.568286252272433901e-01,3.431713747727566099e-01
