6.390522081560342516e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.625524795740528994e-01
6.259279208134567174e-01,3.828887222567106240e-03,0.000000000000000000e+00,3.709667941603561614e-01
5.991002644983691727e-01,9.924931882970763897e-03,7.404825278465435034e-03,3.840356568319474584e-01
5.606312030610098862e-01,1.730526740682747019e-02,3.006679074956192244e-02,3.921743260440980761e-01
5.139981043080982248e-01,2.886449846885288245e-02,6.838558918823345323e-02,3.883279352050494349e-01
4.617701861119805629e-01,4.490953897121614108e-02,1.200407347652598794e-01,3.718959429377716175e-01
4.069809774874812991e-01,6.603615963653371168e-02,1.802112017931885024e-01,3.450024309683106805e-01
3.525958905497652007e-01,9.109673980873417287e-02,2.435718212443011288e-01,3.101415776158664706e-01
3.011682541730331675e-01,1.201314746451449395e-01,3.037687335441769942e-01,2.716647666482227552e-01
2.554588216295297087e-01,1.504948161177030730e-01,3.552621885375502053e-01,2.351603932539145514e-01
2.190686434880404487e-01,1.807534281143109434e-01,3.943331164966813462e-01,2.024783877349791428e-01
1.945557706819413257e-01,2.080847417770828323e-01,4.167094406449805000e-01,1.774390596560518618e-01
1.808103592088052824e-01,2.274368752842787778e-01,4.252152363351082154e-01,1.633913041892607054e-01
1.756712683323570223e-01,2.345618234355643372e-01,4.266617371449102913e-01,1.605694192057456615e-01
1.790863141957914073e-01,2.287965871580158739e-01,4.209099149151802610e-01,1.695178284468778496e-01
1.910406979295695695e-01,2.108040553038582621e-01,4.087050366325400974e-01,1.893376641188374843e-01
2.153825544840342610e-01,1.862623797838205142e-01,3.773690509064269172e-01,2.217923194323039582e-01
2.499969901252184212e-01,1.572647503107703348e-01,3.312407959688781767e-01,2.621834994848731837e-01
2.920906479882033335e-01,1.269630333332267824e-01,2.761651470940728603e-01,3.051581211175599662e-01
3.378164977535103586e-01,9.852955944157977541e-02,2.188647275442036078e-01,3.443522327633333768e-01
3.828647615754009470e-01,7.588453342872356067e-02,1.663244799901843207e-01,3.740759426438359236e-01
4.228306572446566269e-01,6.195402896177126806e-02,1.237842701077693092e-01,3.899947108514592586e-01
4.534331174978922796e-01,6.007044721967545742e-02,9.539159676200673066e-02,3.898205870836983222e-01
4.701354193633550116e-01,7.252818098862667817e-02,8.307856304391411650e-02,3.734386932002666248e-01
4.682184547830568477e-01,1.018908857792157341e-01,8.644733562663600712e-02,3.431153693001086635e-01
4.443342641905131951e-01,1.475033231422184232e-01,1.045516320326153187e-01,3.028851277469951087e-01
4.025117493921313017e-01,2.054793309145842295e-01,1.333257659624918212e-01,2.566650445952495252e-01
3.554750361495132016e-01,2.682932072052525152e-01,1.663876259479130093e-01,2.067299658188298250e-01
3.049838765441482136e-01,3.323430129957624102e-01,2.004984960986337938e-01,1.587985339463150736e-01
2.528328242644922175e-01,3.927515432746626622e-01,2.334995106299699585e-01,1.184037289160295298e-01
1.999469817852509712e-01,4.448907003738666321e-01,2.631316081172107024e-01,8.971340750724644819e-02
1.491742885681212327e-01,4.849267084524968574e-01,2.879769071751565601e-01,7.620367075289341541e-02
1.026145429180658902e-01,5.099606142738583037e-01,3.064660017950729953e-01,7.966529876135958199e-02
6.201390004082003166e-02,5.192917599757169711e-01,3.175459076189216523e-01,9.965792421706472226e-02
3.045223350629002942e-02,5.132408044042485740e-01,3.208907631452761477e-01,1.338810600393782468e-01
9.817568787062951746e-03,4.931491051660205627e-01,3.172705231879279775e-01,1.784273980552945615e-01
6.947739849109529084e-05,4.613788122189054763e-01,3.084025567829605796e-01,2.293371270009885998e-01
0.000000000000000000e+00,4.213472587346963061e-01,2.961013004277817662e-01,2.828786864187450290e-01
0.000000000000000000e+00,3.786430033582067201e-01,2.847090608322908056e-01,3.373764208872183090e-01
0.000000000000000000e+00,3.360210017458393206e-01,2.759075918532669647e-01,3.888080989665239628e-01
0.000000000000000000e+00,2.948452051858770351e-01,2.713270869985311973e-01,4.343955191639043423e-01
0.000000000000000000e+00,2.554797449264942233e-01,2.723043625382176591e-01,4.720586164525512052e-01
0.000000000000000000e+00,2.186523722541741377e-01,2.795892164431830751e-01,5.010644920853258855e-01
0.000000000000000000e+00,1.846882524599383624e-01,2.925260457400349345e-01,5.216051235051933910e-01
9.514609468574183188e-03,1.511200155518881705e-01,3.075201133454921187e-01,5.314121318759119639e-01
3.111367001793478512e-02,1.173924440536752989e-01,3.222326935863975561e-01,5.302122430985006796e-01
6.352627732860170739e-02,8.393644279685474885e-02,3.343229563326263754e-01,5.195591121024110137e-01
1.065376624898903141e-01,5.203543115013110204e-02,3.412212556350020520e-01,5.008171068087505784e-01
1.581128211538726236e-01,2.495209786995361903e-02,3.413810265329534355e-01,4.750834781568345488e-01
2.162928743516916719e-01,6.592251759200692257e-03,3.332058261964785939e-01,4.432648356119898714e-01
2.776421289262676062e-01,0.000000000000000000e+00,3.162923259308925705e-01,4.058814377691847830e-01
3.413424234799298795e-01,0.000000000000000000e+00,2.937819601568043559e-01,3.656937096298226164e-01
4.051693000961357760e-01,1.135442053678558244e-05,2.687907007340580856e-01,3.253746356063588197e-01
4.619802665757111182e-01,1.563915578570031217e-02,2.405291132850747027e-01,2.826087277118419783e-01
5.076389462240764594e-01,4.477682827986632919e-02,2.114730056554546822e-01,2.371883289266553396e-01
5.402959136637833781e-01,8.550800143371022066e-02,1.849480896302273525e-01,1.900875955530118289e-01
5.583163272135590605e-01,1.355147492322429648e-01,1.631865438845131744e-01,1.436680899536984524e-01
5.610432201652119089e-01,1.907883203100518010e-01,1.481651175554687394e-01,1.002799717892100539e-01
5.498281509428335490e-01,2.471328718635741051e-01,1.404596646260035109e-01,6.241285698608311366e-02
5.267490266016245926e-01,2.999003522766937047e-01,1.402642336662966727e-01,3.196548032723823402e-02
4.955544094988205139e-01,3.457642525981382553e-01,1.470420420217676549e-01,1.079416237170600576e-02
4.600670903269696299e-01,3.811609501129363808e-01,1.589021876185406357e-01,0.000000000000000000e+00
4.247402945244052042e-01,4.042601471864246121e-01,1.732972667617780627e-01,0.000000000000000000e+00
3.953082516412353975e-01,4.172001658074332986e-01,1.907812037704159636e-01,0.000000000000000000e+00
3.740128344344492151e-01,4.208138334316428586e-01,2.083570421782877935e-01,0.000000000000000000e+00
3.607473733472993382e-01,4.157537092285507607e-01,2.218419029265480125e-01,3.963744481278004377e-03
3.542043401038278971e-01,4.036683197945106216e-01,2.279941986493159989e-01,1.609158848784851548e-02
3.536403292667443243e-01,3.881284550108149989e-01,2.259248330370497437e-01,3.334476698310871734e-02
3.582099294247192423e-01,3.732418568935619296e-01,2.158351430295212814e-01,5.275830982763452665e-02
3.665870231864742923e-01,3.625811047195699466e-01,1.988505002791972343e-01,7.074508129892061181e-02
3.769920072343748152e-01,3.594509681964517256e-01,1.778269825810422922e-01,8.456271456761561833e-02
3.862924688912582893e-01,3.653966770691863819e-01,1.550454921766376559e-01,9.214249443348927759e-02
3.916196525909952930e-01,3.813069401093814315e-01,1.333611212655864964e-01,9.283170226432729821e-02
3.895536346393385085e-01,4.069190382786874172e-01,1.157824432591557789e-01,8.773745759201892480e-02
3.768955462456938243e-01,4.410406563458330598e-01,1.039750453368968736e-01,7.876454834052164233e-02
3.520593856737025407e-01,4.814809998561613846e-01,9.876663606907029602e-02,6.863281858594091900e-02
3.171973483283658801e-01,5.243858294395566944e-01,9.962828620437919058e-02,5.974437190021184008e-02
2.867004071687755395e-01,5.615147124996962003e-01,1.018050881899870835e-01,5.107343591547242045e-02
2.632961050519775914e-01,5.887489561043843800e-01,1.039564304638147946e-01,4.459459378734479534e-02
2.503707121553955250e-01,6.032692433036151991e-01,1.054430951560619140e-01,4.133147156113550769e-02
