 (-4.499999999999999763e-09-0.000000000000000000e+00j)  (1.000000000000000000e+00+7.400000000000000089e-08j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (-6.949999999999999368e-08-0.000000000000000000e+00j)
 (9.945070535000000156e-01+7.359999999999999730e-08j)  (1.170000000000000054e-08+0.000000000000000000e+00j)  (-6.960000000000000119e-08-0.000000000000000000e+00j)  (1.046695784000000046e-01+7.699999999999999466e-09j)
 (-1.046695784000000046e-01-7.699999999999999466e-09j)  (6.860000000000000547e-08+0.000000000000000000e+00j)  (2.799999999999999844e-09+0.000000000000000000e+00j)  (9.945070535000000156e-01+7.359999999999999730e-08j)
 (6.949999999999999368e-08+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (1.000000000000000000e+00+7.400000000000000089e-08j)  (4.499999999999999763e-09+0.000000000000000000e+00j)
