4.774631570359964550e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.197908516163910919e-02,0.000000000000000000e+00,2.755248967409324456e-01,0.000000000000000000e+00,2.151019198891873374e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.528642496164639319e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.793334760543419462e-02,7.578182615881019941e-03,2.206726384662113793e-01,0.000000000000000000e+00,3.010306913194400469e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.462050400473250633e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.190879455178254942e-02,1.085929505326881095e-01,8.162476682581978893e-03,0.000000000000000000e+00,2.952140560361797839e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.290405598722925595e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.920963489151563619e-02,1.866378626054820133e-01,8.016399552002723139e-02,0.000000000000000000e+00,2.450332593626000921e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.337772340434004059e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.877123031542450859e-02,2.350819428509805520e-01,3.632405307822655915e-02,0.000000000000000000e+00,2.261324647289858492e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.748692956376559193e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.440462433661440278e-02,2.289308620081228485e-01,1.060691297864369345e-02,0.000000000000000000e+00,3.612719063656575913e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.343655218403597917e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.877118652183602077e-02,3.377797085091599483e-01,1.169307629206045238e-02,0.000000000000000000e+00,2.747296610829317448e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.392600355931102207e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.856046969683023629e-02,1.678980774996534642e-01,2.141250124508788620e-03,7.453047186860135517e-05,3.321430825817232591e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.467786842580265816e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.573889365028617440e-02,3.124444944295778903e-01,1.147275061440856253e-02,1.604416108097500571e-01,4.320333588006933234e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.532417760502721049e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.759499159944633601e-02,4.548129929524452608e-01,0.000000000000000000e+00,1.781309207988121535e-03,4.265483668113728005e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.365603861691697563e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.759976983815532955e-02,4.448408917615467861e-01,5.027073180299092454e-03,4.168767933372829332e-02,4.436675636464314926e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.626574981925837271e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.838828172560685953e-02,4.761206054242974051e-01,1.275990185011763572e-03,6.959887762278648944e-04,9.495717102622203143e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.512060404641236810e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.822978841556149088e-01,2.840206948408454113e-01,2.394376615754685231e-02,6.457450590826897818e-04,5.801869350716314100e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.510996465586862847e-01,2.241538170431332843e-04,0.000000000000000000e+00,5.582238369257391808e-02,4.840672907928139646e-01,6.162700221679124832e-03,1.995585228363220501e-03,2.489995751254537367e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.436085064757790803e-04
4.090229491054098721e-01,8.109213013053776311e-06,0.000000000000000000e+00,1.380395323733666080e-01,4.502024321807887586e-01,1.097188048358321280e-03,1.020498814493858318e-03,6.638066147391203601e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.107884428548898801e-05
6.289249586230333255e-01,5.573971723042630678e-06,0.000000000000000000e+00,4.712379585057954040e-02,3.209200167692999317e-01,4.659617971740447995e-04,6.891241693996601496e-04,1.940607068490820229e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.189490111783905029e-06
4.666012513620705904e-01,4.173438710813852240e-04,0.000000000000000000e+00,1.408470215129099534e-01,3.882307016149886270e-01,1.516442769889875600e-03,2.509843449107514298e-04,1.822210790441427261e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.818691762671127892e-04
3.835634121970000754e-01,6.042375721658426813e-04,0.000000000000000000e+00,1.454564387605228049e-01,4.683762208797452864e-01,5.279639588644488872e-04,7.378596878234004741e-05,1.155107871642465723e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.123314422061716387e-04
3.933568148749829740e-01,8.203171489119811480e-04,0.000000000000000000e+00,1.561881589999242759e-01,4.465596199643679931e-01,1.196964059745423954e-04,2.362153501107799273e-04,1.459847654633033122e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.335633857535274260e-03
3.788826373118574509e-01,1.547876942293806681e-03,0.000000000000000000e+00,1.697332863447330031e-01,4.460880652725145445e-01,1.096113665404055355e-06,4.936717390914952507e-04,2.417568237419907666e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.019074120024808206e-04
