0.000000000000000000e+00,2.430976207855624627e-01,0.000000000000000000e+00,1.709499022632045067e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.516651838904109040e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.948382870047436044e-01,0.000000000000000000e+00,2.021299861806512277e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.995629419711248964e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.997499425305029774e-01,0.000000000000000000e+00,3.040547203071636978e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.598354665968629074e-02,1.752039118417097335e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.912322133873030294e-01,1.672781310991957151e-03,0.000000000000000000e+00,1.100340513144126581e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.013667700679438344e-01,8.118755785936236299e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.717580321542948818e-01,0.000000000000000000e+00,1.133543294944446131e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.079136392437735292e-01,1.555430217987709141e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.540228905562300632e-01,0.000000000000000000e+00,8.097391763404323487e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.346965914052592028e-01,6.865247803805596405e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.440320576464577451e-01,0.000000000000000000e+00,2.526895506082021048e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.521118028253713006e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.302467111979530578e-01,0.000000000000000000e+00,4.166497151181661825e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.660074932950850068e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.855342381337477198e-01,0.000000000000000000e+00,1.886783278325386884e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.107132499978697115e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.957476677849127246e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.300962171292737724e-01,4.613881364010820052e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
