7.980070875300659949e-02,7.219795491305123214e-01,3.654926616309109311e-01,4.879369509084722223e-01,1.000000000000000000e+00,9.305634462032199628e-05,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.651533963438518043e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.768416898386399427e-02,0.000000000000000000e+00,1.425100115276171312e-03,0.000000000000000000e+00
8.213090868773947895e-02,7.138378872856582236e-01,3.813692511558708365e-01,4.906712814960074720e-01,1.000000000000000000e+00,7.722867829501919829e-06,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.821541425129522343e-02,0.000000000000000000e+00,6.411240573881824348e-03,0.000000000000000000e+00
8.440263332732296508e-02,7.021905476968890447e-01,4.118983749382356119e-01,5.037156441297224729e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.203005222750629488e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.499388040342165107e-02,6.898823397236881760e-01,4.547532434550910496e-01,5.338976727091430119e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.038115947568386587e-05,1.000000000000000000e+00,1.000000000000000000e+00,3.535922217283937741e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.358736484263977473e-02,6.779705481059684624e-01,5.066770096316423055e-01,5.876795721585256205e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.386540008767741777e-02,1.000000000000000000e+00,1.057037803949506874e-02,1.000000000000000000e+00
8.064896878921061496e-02,6.669671986285857779e-01,5.636225373919098169e-01,6.595625051397079330e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.132513563768628967e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.695715848671859372e-02,6.448032835292469844e-01,6.207766910987886355e-01,7.405028717118916637e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.167874964642517832e-01,6.056152470056792581e-01,4.586131641851138308e-01,6.055445957955838399e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.912203971579157072e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.337572809851831968e-02,6.230942043279740217e-01,6.725218937844886780e-01,8.187236329824943981e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.937035912280882816e-02,0.000000000000000000e+00,1.274671039538301520e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.686115892088723531e-05,1.000000000000000000e+00,1.000000000000000000e+00,2.756133469388907103e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.054751574188521113e-02,6.154475131035641589e-01,7.123831585114585030e-01,8.832672955645409774e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.056541648906347330e-03,0.000000000000000000e+00,2.103652042202245470e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.655289993818981537e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.899645903787013368e-02,6.096464369218350665e-01,7.342472352562394722e-01,9.213729899046697591e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.589512390259439911e-01,0.000000000000000000e+00,1.660064735235263628e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.604734646904703285e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
