3.723735772469387029e-01,9.955154426281915825e-01,1.000000000000000000e+00,1.452074853777535896e-03,2.056770065114917057e-01
4.097232636248798743e-01,9.007377025554296202e-01,1.000000000000000000e+00,6.193311755756571862e-04,2.287232935554612268e-01
4.715872748673810011e-01,9.749249878442862727e-01,1.000000000000000000e+00,7.657811251045202954e-05,2.059107583579512235e-01
5.364973957159456797e-01,9.377998477360188767e-01,1.000000000000000000e+00,8.052611897235957073e-04,2.044885474672993864e-01
5.812273495251575328e-01,9.712248263503930890e-01,1.000000000000000000e+00,9.936975231842725808e-04,2.290571735796766706e-01
5.932362071872687714e-01,8.950841020162662032e-01,1.000000000000000000e+00,4.278471006930086307e-01,2.323742833860316936e-01
5.715044587153718103e-01,8.316582958624293420e-01,1.000000000000000000e+00,1.940297358677106898e-01,2.154980555168361511e-01
5.236382410286927191e-01,7.698052720432468909e-01,1.000000000000000000e+00,7.598482098788780226e-01,1.211860608776521853e-01
4.628208241917093901e-01,6.797942772439172776e-01,9.995511659644277236e-01,9.912606753335228005e-01,6.246933367990211740e-03
4.042059633945403463e-01,5.474359777145800798e-01,4.544683500179285129e-01,9.978947109060408716e-01,7.609507122070316432e-02
3.595775278921898299e-01,3.986939393943458310e-01,1.225390895525934040e-06,5.259667797566830449e-01,2.496580570491952200e-01
3.348545776889768066e-01,2.678033175022667689e-01,2.508628671642580933e-07,9.995567426269270639e-01,3.619683259128587127e-01
3.302510226209536270e-01,1.905781245265888713e-01,0.000000000000000000e+00,9.999736882616552247e-01,3.236081594303375497e-01
3.419540114901172267e-01,1.841539125373526931e-01,0.000000000000000000e+00,9.999741299503539516e-01,1.477346842101641966e-01
3.648967917232635028e-01,2.321468381231200084e-01,0.000000000000000000e+00,9.999722112899338544e-01,1.054363525660701184e-01
3.949193851360827678e-01,2.990770165573533590e-01,2.431947591810640352e-01,9.997820369334866619e-01,2.913843083229968739e-02
4.290679215800391466e-01,3.553355485123471103e-01,9.999994196945715119e-01,9.909130690247839324e-01,1.137468270199419318e-01
4.643273768812389846e-01,3.948509596818199907e-01,1.000000000000000000e+00,9.905458314131102560e-01,7.473374018624788506e-02
4.969777366161656773e-01,4.291486662300230126e-01,1.000000000000000000e+00,3.197176462789366735e-02,1.346173452477332499e-01
5.241268504471604528e-01,4.575081266857904949e-01,1.000000000000000000e+00,6.076370291174419680e-02,8.396447784199707887e-02
5.439604026285272953e-01,4.743019660921079517e-01,1.000000000000000000e+00,3.915614201968442391e-03,3.258408204354399512e-02
5.551330329513800566e-01,4.763828957807727527e-01,1.000000000000000000e+00,6.199077313593845317e-06,2.049531466600577022e-04
5.568370228136361177e-01,4.637959200459669806e-01,1.000000000000000000e+00,2.189739562669566070e-02,3.328774427542375067e-05
5.490220353829160516e-01,4.398905603985335810e-01,1.000000000000000000e+00,2.572004193615752034e-03,2.791616444884549466e-04
5.325153680016241342e-01,4.084268224948894299e-01,1.000000000000000000e+00,1.452762302846768647e-02,2.934337266525770260e-02
5.089224201619627630e-01,3.733352342852356287e-01,1.000000000000000000e+00,2.219989364939195797e-01,7.585074315577335080e-02
4.803833996806839979e-01,3.385377270584526421e-01,1.000000000000000000e+00,2.086241209602705537e-01,1.041391904791588163e-01
4.494423682239962470e-01,3.039307632009950466e-01,1.000000000000000000e+00,9.006858416751074570e-01,1.158504714901380239e-01
4.191771285597050700e-01,2.627802729973925944e-01,6.231111645764270124e-01,9.736369905942495739e-01,1.940129523538731970e-01
3.929870487558581038e-01,2.222957732537503284e-01,3.832793443885093526e-06,9.901939692931759351e-01,3.285699656132425872e-01
3.738559687021735800e-01,1.964390026786814736e-01,5.332243968056286817e-06,9.767315352421298558e-01,4.595021062880568219e-01
3.638056908221438124e-01,1.865214527371154007e-01,0.000000000000000000e+00,9.491251622103663577e-01,5.399883269695321397e-01
3.638055796220305838e-01,1.865205101508528307e-01,0.000000000000000000e+00,9.491279378994386118e-01,5.399836888103590748e-01
3.738556322177754576e-01,1.964363787916092730e-01,0.000000000000000000e+00,9.767387196341524858e-01,4.594894616472319226e-01
3.929864755633238338e-01,2.222920345962662025e-01,6.962014187517190887e-04,9.902026256627936007e-01,3.285530853203994517e-01
4.191762982238526059e-01,2.627761418551602945e-01,6.231217779723758898e-01,9.736457527487093477e-01,1.939969463174428810e-01
4.494412632994486123e-01,3.039268051858868835e-01,9.999995849693872341e-01,9.006976089264498997e-01,1.158392809346129038e-01
4.803820221892808884e-01,3.385342185912974533e-01,1.000000000000000000e+00,2.086412837519640850e-01,1.041317391750208182e-01
5.089207986741247636e-01,3.733321615783227743e-01,1.000000000000000000e+00,2.220219642470291077e-01,7.584444330450168525e-02
5.325135605853631438e-01,4.084240628806482531e-01,1.000000000000000000e+00,1.455679800611858407e-02,2.933738057958389100e-02
5.490201334122738475e-01,4.398879307165294295e-01,1.000000000000000000e+00,2.192657028352947794e-03,2.912792572861290074e-04
5.568351480494171390e-01,4.637932524622524477e-01,1.000000000000000000e+00,2.193897486987049852e-02,3.584457515780391582e-05
5.551313233085375387e-01,4.763800193592698240e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.092711232082422970e-04
5.439589888636826576e-01,4.742986644566273280e-01,1.000000000000000000e+00,3.968895306127228663e-03,3.257961552604141109e-02
5.241258304045015581e-01,4.575041394307970966e-01,1.000000000000000000e+00,6.082267465154312519e-02,8.396106912164442992e-02
4.969771593981495150e-01,4.291437452812168485e-01,1.000000000000000000e+00,3.192804245981217814e-02,1.346152081512966558e-01
4.643272433533078836e-01,3.948451451225266640e-01,1.000000000000000000e+00,9.906158228238631791e-01,7.472947057521360514e-02
4.290681958955913089e-01,3.553292668913069496e-01,1.000000000000000000e+00,9.907854653705551184e-01,1.137366683800658251e-01
3.949200031038567205e-01,2.990704866542551188e-01,2.431892498664852964e-01,9.999652354676736854e-01,2.912390205349977418e-02
3.648976712759338104e-01,2.321401725053668652e-01,5.695809253054120916e-07,9.997597861428491051e-01,1.054214475591601780e-01
3.419550816179365293e-01,1.841473499022470706e-01,0.000000000000000000e+00,9.998047822935485218e-01,1.477243414522530773e-01
3.302522499173259352e-01,1.905719888183791400e-01,0.000000000000000000e+00,9.999726308685311649e-01,3.236060438122059235e-01
3.348559704325806963e-01,2.677978791982943974e-01,0.000000000000000000e+00,9.999900522504063805e-01,3.619751876092021647e-01
3.595791029890894053e-01,3.986892499885307251e-01,0.000000000000000000e+00,5.260340459987908890e-01,2.496700220427945094e-01
4.042076806428341884e-01,5.474319445639919124e-01,4.544730112410358958e-01,9.977571027780453017e-01,7.610834385184270245e-02
4.628225220574887500e-01,6.797906498571008038e-01,9.999787664509071083e-01,9.913272980518171851e-01,6.256909352994705249e-03
5.236396338043537435e-01,7.698024290392554425e-01,9.999999829424366382e-01,7.599165398344536193e-01,1.211898188860257713e-01
5.715052265444193758e-01,8.316568447623526872e-01,1.000000000000000000e+00,1.941000575000241257e-01,2.154975005933896792e-01
5.932361186471605263e-01,8.950840970704917465e-01,1.000000000000000000e+00,4.279186960624504210e-01,2.323719918064219014e-01
5.812263704344446946e-01,9.712257799791447210e-01,1.000000000000000000e+00,1.069837105426066663e-03,2.290547851628714771e-01
5.364958026326742679e-01,9.378012958920273201e-01,1.000000000000000000e+00,4.172967633817232288e-04,2.044856404851446152e-01
4.715855598392139081e-01,9.749264625378829541e-01,1.000000000000000000e+00,6.590203403972055287e-05,2.059080288714127960e-01
4.097219453756937857e-01,9.007387612343850103e-01,1.000000000000000000e+00,5.086045011988252380e-04,2.287213429907224149e-01
3.723730717665502676e-01,9.955156974778335277e-01,1.000000000000000000e+00,1.522179701249473877e-03,2.056762864698119531e-01
